Name,Jan,Feb,March,April,May,June,July,Aug,Sep,Oct,N ov,Dec
2014,0,253,78,0,0,70,0,90,0,0,202,11
2015,0,107,191,220,0,69,24,0,0,0,156,0
2016,0,0,0,0,0,0,0,0,44,112,0,42
2017,0,0,1,0,116,163,0,0,0,178,0,0
2018,142,0,0,0,0,0,110,0,302,83,0,133
2019,0,46,0,0,166,327,215,0,0,0,0,0
2020,0,0,74,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,, ,,,,,,,,
